NORRBECK INSTRUMENTS - EXPENSE LEDGER, JANUARY-JUNE 2025
Amounts are in the original currency of the claim. Negative amounts are reversal entries.

TXN        | Date       | Employee | Amount       | Cur | Category  | Status   | Note
TXN-00810 | 2025-05-13 | E-1071   |       227.95 | EUR | MEALS     | PENDING  |
TXN-00812 | 2025-05-13 | E-1082   |       174.08 | CHF | SUPPLIES  | APPROVED |
TXN-00817 | 2025-05-13 | E-1041   |     6,068.71 | EUR | EQUIPMENT | APPROVED |
TXN-00818 | 2025-05-13 | E-1036   |     2,069.53 | EUR | TRAINING  | PENDING  |
TXN-00854 | 2025-05-13 | E-1036   |     1,834.61 | GBP | SOFTWARE  | APPROVED |
TXN-00878 | 2025-05-13 | E-1018   |     1,949.86 | EUR | SOFTWARE  | PENDING  |
TXN-00880 | 2025-05-13 | E-1088   |     1,606.45 | EUR | SOFTWARE  | APPROVED |
TXN-00903 | 2025-05-13 | E-1011   |       680.41 | EUR | TRAINING  | APPROVED |
TXN-00909 | 2025-05-13 | E-1011   |       649.88 | CHF | TRAVEL    | APPROVED |
TXN-00934 | 2025-05-13 | E-1031   |       500.60 | USD | CONF      | APPROVED |
TXN-00777 | 2025-05-14 | E-1036   |     1,991.81 | GBP | TRAINING  | APPROVED |
TXN-00808 | 2025-05-14 | E-1077   |     2,136.93 | USD | TRAINING  | APPROVED |
TXN-00821 | 2025-05-14 | E-1052   |       248.33 | USD | SUPPLIES  | PENDING  |
TXN-00848 | 2025-05-14 | E-1052   |       511.24 | GBP | TRAINING  | APPROVED |
TXN-00853 | 2025-05-14 | E-1001   |     1,235.12 | EUR | TRAINING  | APPROVED |
TXN-00874 | 2025-05-14 | E-1086   |     4,274.58 | CHF | EQUIPMENT | APPROVED |
TXN-00935 | 2025-05-14 | E-1075   |       783.09 | CHF | CONF      | APPROVED |
TXN-00779 | 2025-05-15 | E-1076   |       744.13 | GBP | TRAINING  | APPROVED |
TXN-00836 | 2025-05-15 | E-1041   |        38.99 | CHF | MEALS     | APPROVED |
TXN-00839 | 2025-05-15 | E-1047   |        60.42 | EUR | MEALS     | APPROVED |
TXN-00858 | 2025-05-15 | E-1070   |       884.23 | EUR | SOFTWARE  | APPROVED |
TXN-00914 | 2025-05-15 | E-1036   |       879.51 | EUR | TRAVEL    | APPROVED |
TXN-00927 | 2025-05-15 | E-1096   |        48.53 | EUR | MEALS     | APPROVED |
TXN-00928 | 2025-05-15 | E-1051   |     8,781.08 | USD | EQUIPMENT | APPROVED |
TXN-00774 | 2025-05-16 | E-1025   |     1,056.94 | CHF | TRAINING  | APPROVED |
TXN-00787 | 2025-05-16 | E-1026   |       215.41 | CHF | TRAVEL    | APPROVED |
TXN-00819 | 2025-05-16 | E-1030   |     1,630.31 | USD | SOFTWARE  | APPROVED |
TXN-00849 | 2025-05-16 | E-1001   |       377.57 | EUR | SUPPLIES  | APPROVED |
TXN-00863 | 2025-05-16 | E-1046   |     1,864.33 | EUR | CONF      | APPROVED |
TXN-00869 | 2025-05-16 | E-1011   |        69.60 | EUR | MEALS     | APPROVED |
TXN-00885 | 2025-05-16 | E-1030   |        74.11 | EUR | MEALS     | REJECTED |
TXN-00896 | 2025-05-16 | E-1002   |       322.26 | EUR | SUPPLIES  | APPROVED |
TXN-00923 | 2025-05-16 | E-1051   |     1,283.97 | GBP | CONF      | APPROVED |
TXN-00933 | 2025-05-16 | E-1062   |     1,284.15 | USD | CONF      | APPROVED |
TXN-00831 | 2025-05-17 | E-1036   |     1,209.71 | EUR | CONF      | APPROVED |
TXN-00940 | 2025-05-17 | E-1017   |     1,227.55 | EUR | TRAVEL    | APPROVED |
TXN-00766 | 2025-05-18 | E-1016   |     7,144.41 | EUR | EQUIPMENT | APPROVED |
TXN-00768 | 2025-05-18 | E-1035   |     1,865.33 | GBP | SOFTWARE  | APPROVED |
TXN-00797 | 2025-05-18 | E-1089   |     1,491.83 | EUR | SOFTWARE  | APPROVED |
TXN-00801 | 2025-05-18 | E-1086   |     2,160.48 | CHF | SOFTWARE  | APPROVED |
TXN-00804 | 2025-05-18 | E-1051   |       407.52 | CHF | SUPPLIES  | APPROVED |
TXN-00827 | 2025-05-18 | E-1090   |     1,192.30 | EUR | SOFTWARE  | APPROVED |
TXN-00842 | 2025-05-18 | E-1078   |       689.57 | CHF | CONF      | APPROVED |
TXN-00846 | 2025-05-18 | E-1005   |     1,355.30 | GBP | CONF      | PENDING  |
TXN-00865 | 2025-05-18 | E-1046   |     1,551.38 | USD | SOFTWARE  | PENDING  |
TXN-00920 | 2025-05-18 | E-1012   |       214.82 | USD | TRAVEL    | APPROVED |
TXN-00924 | 2025-05-18 | E-1086   |       195.45 | USD | SUPPLIES  | APPROVED |
TXN-00926 | 2025-05-18 | E-1025   |     2,032.57 | EUR | TRAINING  | REJECTED |
TXN-00772 | 2025-05-19 | E-1026   |     9,468.29 | EUR | EQUIPMENT | APPROVED |
TXN-00805 | 2025-05-19 | E-1057   |       270.64 | GBP | MEALS     | PENDING  |
TXN-00815 | 2025-05-19 | E-1005   |       163.27 | EUR | SUPPLIES  | APPROVED |
TXN-00941 | 2025-05-19 | E-1031   |     2,500.94 | EUR | SOFTWARE  | APPROVED |
TXN-00794 | 2025-05-20 | E-1091   |       979.37 | USD | CONF      | APPROVED |
TXN-00844 | 2025-05-20 | E-1016   |       416.06 | CHF | TRAINING  | APPROVED |
TXN-00881 | 2025-05-20 | E-1024   |       142.20 | CHF | SUPPLIES  | APPROVED |
TXN-00930 | 2025-05-20 | E-1021   |     2,265.69 | USD | SOFTWARE  | APPROVED |
TXN-00931 | 2025-05-20 | E-1043   |     1,872.64 | USD | EQUIPMENT | APPROVED |
TXN-00946 | 2025-05-20 | E-1013   |       664.43 | GBP | SOFTWARE  | APPROVED |
TXN-00949 | 2025-05-20 | E-1058   |       100.28 | EUR | MEALS     | APPROVED |
TXN-00950 | 2025-05-20 | E-1071   |     1,551.13 | GBP | CONF      | APPROVED |
TXN-00769 | 2025-05-21 | E-1041   |       436.70 | EUR | SOFTWARE  | APPROVED |
TXN-00783 | 2025-05-21 | E-1010   |     8,411.77 | EUR | EQUIPMENT | APPROVED |
TXN-00837 | 2025-05-21 | E-1066   |     2,078.01 | EUR | TRAINING  | APPROVED |
TXN-00871 | 2025-05-21 | E-1094   |     1,256.73 | EUR | TRAVEL    | APPROVED |
TXN-00876 | 2025-05-21 | E-1083   |        95.09 | GBP | MEALS     | APPROVED |
TXN-00900 | 2025-05-21 | E-1064   |     2,071.56 | EUR | SOFTWARE  | APPROVED |
TXN-00907 | 2025-05-21 | E-1067   |     1,065.31 | EUR | CONF      | APPROVED |
TXN-00932 | 2025-05-21 | E-1028   |     3,199.86 | EUR | EQUIPMENT | APPROVED |
TXN-00938 | 2025-05-21 | E-1057   |     1,354.48 | USD | TRAVEL    | APPROVED |
TXN-00764 | 2025-05-22 | E-1047   |       284.86 | EUR | TRAVEL    | APPROVED |
TXN-00788 | 2025-05-22 | E-1056   |     2,233.31 | EUR | SOFTWARE  | APPROVED |
TXN-00825 | 2025-05-22 | E-1044   |     1,368.36 | GBP | SOFTWARE  | APPROVED |
TXN-00862 | 2025-05-22 | E-1021   |       220.02 | EUR | TRAVEL    | APPROVED |
TXN-00943 | 2025-05-22 | E-1010   |       541.05 | EUR | TRAVEL    | APPROVED |
TXN-00944 | 2025-05-22 | E-1055   |       237.78 | EUR | SUPPLIES  | APPROVED |
TXN-00775 | 2025-05-23 | E-1061   |        40.81 | EUR | MEALS     | APPROVED |
TXN-00845 | 2025-05-23 | E-1091   |     1,619.61 | EUR | SOFTWARE  | APPROVED |
TXN-00851 | 2025-05-23 | E-1087   |        69.29 | EUR | SUPPLIES  | APPROVED |
TXN-00883 | 2025-05-23 | E-1045   |     2,524.54 | CHF | EQUIPMENT | APPROVED |
TXN-00770 | 2025-05-24 | E-1087   |     1,775.60 | CHF | SOFTWARE  | APPROVED |
TXN-00811 | 2025-05-24 | E-1038   |       156.72 | GBP | SUPPLIES  | APPROVED |
TXN-00852 | 2025-05-24 | E-1091   |     2,112.31 | EUR | TRAINING  | APPROVED |
TXN-00908 | 2025-05-24 | E-1053   |     1,432.29 | EUR | SOFTWARE  | APPROVED |
TXN-00929 | 2025-05-24 | E-1088   |     1,383.38 | CHF | EQUIPMENT | APPROVED |
TXN-00939 | 2025-05-24 | E-1046   |     1,728.30 | EUR | CONF      | APPROVED |
TXN-00877 | 2025-05-25 | E-1041   |       868.79 | EUR | TRAVEL    | APPROVED |
TXN-00894 | 2025-05-25 | E-1050   |       142.39 | EUR | SUPPLIES  | APPROVED |
TXN-00904 | 2025-05-25 | E-1043   |       838.48 | GBP | TRAVEL    | APPROVED |
TXN-00782 | 2025-05-26 | E-1067   |       113.18 | CHF | SUPPLIES  | APPROVED |
TXN-00802 | 2025-05-26 | E-1012   |       535.41 | EUR | SOFTWARE  | APPROVED |
TXN-00813 | 2025-05-26 | E-1089   |     1,745.02 | EUR | TRAINING  | APPROVED |
TXN-00832 | 2025-05-26 | E-1030   |     9,742.30 | EUR | EQUIPMENT | APPROVED |
TXN-00864 | 2025-05-26 | E-1037   |       328.68 | EUR | SUPPLIES  | APPROVED |
TXN-00872 | 2025-05-26 | E-1086   |       362.61 | EUR | SUPPLIES  | APPROVED |
TXN-00911 | 2025-05-26 | E-1040   |     6,127.14 | GBP | EQUIPMENT | APPROVED |
TXN-00800 | 2025-05-27 | E-1037   |     2,169.97 | USD | EQUIPMENT | APPROVED |
TXN-00893 | 2025-05-27 | E-1037   |     4,093.61 | EUR | EQUIPMENT | APPROVED |
TXN-00905 | 2025-05-27 | E-1078   |     2,262.37 | EUR | EQUIPMENT | APPROVED |
TXN-00921 | 2025-05-27 | E-1016   |       511.82 | GBP | CONF      | APPROVED |
TXN-00823 | 2025-05-28 | E-1056   |     1,161.51 | USD | TRAVEL    | APPROVED |
TXN-00834 | 2025-05-28 | E-1054   |     1,157.31 | USD | TRAVEL    | APPROVED |
TXN-00859 | 2025-05-28 | E-1076   |       371.72 | CHF | SUPPLIES  | PENDING  |
TXN-00895 | 2025-05-28 | E-1031   |       188.35 | EUR | MEALS     | APPROVED |
TXN-00898 | 2025-05-28 | E-1093   |       147.10 | GBP | SUPPLIES  | APPROVED |
TXN-00902 | 2025-05-28 | E-1073   |       154.36 | CHF | SUPPLIES  | REJECTED |
TXN-00948 | 2025-05-28 | E-1081   |     5,214.09 | EUR | EQUIPMENT | APPROVED |
TXN-00809 | 2025-05-29 | E-1036   |     1,914.23 | USD | SOFTWARE  | APPROVED |
TXN-00829 | 2025-05-29 | E-1051   |     1,088.04 | GBP | CONF      | APPROVED |
TXN-00840 | 2025-05-29 | E-1009   |       478.19 | GBP | CONF      | APPROVED |
TXN-00891 | 2025-05-29 | E-1056   |     1,532.45 | GBP | TRAINING  | REJECTED |
TXN-00901 | 2025-05-29 | E-1091   |        81.18 | USD | MEALS     | APPROVED |
TXN-00767 | 2025-05-30 | E-1071   |     2,664.33 | USD | EQUIPMENT | APPROVED |
TXN-00795 | 2025-05-30 | E-1033   |        84.37 | CHF | MEALS     | APPROVED |
TXN-00814 | 2025-05-30 | E-1076   |     1,217.89 | USD | TRAINING  | REJECTED |
TXN-00833 | 2025-05-30 | E-1092   |       134.66 | EUR | SUPPLIES  | APPROVED |
TXN-00887 | 2025-05-30 | E-1089   |     1,957.79 | EUR | EQUIPMENT | APPROVED |
TXN-00922 | 2025-05-30 | E-1050   |     1,768.99 | GBP | CONF      | APPROVED |
TXN-00947 | 2025-05-30 | E-1087   |       195.80 | GBP | MEALS     | APPROVED |
TXN-00951 | 2025-06-01 | E-1056   |     1,621.15 | EUR | SOFTWARE  | APPROVED |
TXN-00961 | 2025-06-01 | E-1010   |     2,227.85 | CHF | SOFTWARE  | APPROVED |
TXN-00973 | 2025-06-01 | E-1029   |     1,112.37 | CHF | TRAINING  | APPROVED |
TXN-01018 | 2025-06-01 | E-1076   |       150.34 | EUR | MEALS     | APPROVED |
TXN-01022 | 2025-06-01 | E-1081   |       595.15 | EUR | SOFTWARE  | APPROVED |
TXN-01088 | 2025-06-01 | E-1091   |       476.39 | EUR | TRAINING  | REJECTED |
TXN-01106 | 2025-06-01 | E-1049   |       339.89 | CHF | SUPPLIES  | APPROVED |
TXN-00995 | 2025-06-02 | E-1014   |     1,952.14 | EUR | SOFTWARE  | APPROVED |
TXN-01004 | 2025-06-02 | E-1013   |       871.52 | EUR | SOFTWARE  | REJECTED |
TXN-01010 | 2025-06-02 | E-1001   |       108.54 | EUR | MEALS     | APPROVED |
TXN-01037 | 2025-06-02 | E-1093   |     1,179.37 | EUR | EQUIPMENT | APPROVED |
TXN-01044 | 2025-06-02 | E-1062   |       409.25 | GBP | SUPPLIES  | APPROVED |
TXN-01054 | 2025-06-02 | E-1054   |       388.63 | EUR | CONF      | APPROVED |
TXN-01062 | 2025-06-02 | E-1069   |       314.74 | EUR | SOFTWARE  | APPROVED |
TXN-01064 | 2025-06-02 | E-1041   |     2,004.24 | EUR | EQUIPMENT | APPROVED |
TXN-01214 | 2025-06-02 | E-1083   |       -95.09 | GBP | MEALS     | APPROVED | reversal of TXN-00876
TXN-01011 | 2025-06-03 | E-1056   |     1,578.89 | CHF | TRAVEL    | APPROVED |
TXN-01012 | 2025-06-03 | E-1008   |     1,372.78 | EUR | TRAVEL    | APPROVED |
TXN-01026 | 2025-06-03 | E-1096   |       340.21 | EUR | TRAINING  | PENDING  |
TXN-01049 | 2025-06-03 | E-1044   |     1,176.51 | GBP | TRAVEL    | APPROVED |
TXN-01056 | 2025-06-03 | E-1086   |       452.73 | GBP | TRAINING  | APPROVED |
TXN-01091 | 2025-06-03 | E-1086   |     1,238.92 | EUR | CONF      | REJECTED |
TXN-01097 | 2025-06-03 | E-1062   |     6,120.21 | CHF | EQUIPMENT | APPROVED |
TXN-01113 | 2025-06-03 | E-1064   |       273.61 | EUR | MEALS     | APPROVED |
TXN-01186 | 2025-06-03 | E-1081   |      -595.15 | EUR | SOFTWARE  | APPROVED | reversal of TXN-01022
TXN-00965 | 2025-06-04 | E-1031   |     1,094.60 | EUR | TRAINING  | APPROVED |
TXN-00984 | 2025-06-04 | E-1008   |     4,642.93 | USD | EQUIPMENT | APPROVED |
TXN-00989 | 2025-06-04 | E-1056   |        83.58 | EUR | SUPPLIES  | APPROVED |
TXN-01006 | 2025-06-04 | E-1006   |       126.68 | EUR | MEALS     | APPROVED |
TXN-01014 | 2025-06-04 | E-1053   |       335.36 | GBP | SOFTWARE  | APPROVED |
TXN-01042 | 2025-06-04 | E-1046   |     3,464.57 | EUR | EQUIPMENT | PENDING  |
TXN-01084 | 2025-06-04 | E-1063   |       336.93 | CHF | SUPPLIES  | APPROVED |
TXN-01108 | 2025-06-04 | E-1095   |     9,841.07 | EUR | EQUIPMENT | REJECTED |
TXN-01122 | 2025-06-04 | E-1067   |     2,342.80 | USD | SOFTWARE  | APPROVED |
TXN-01169 | 2025-06-04 | E-1060   |       721.55 | EUR | TRAVEL    | REJECTED |
TXN-01178 | 2025-06-04 | E-1033   |       936.35 | EUR | CONF      | APPROVED |
TXN-01190 | 2025-06-04 | E-1051   |    -1,088.04 | GBP | CONF      | APPROVED | reversal of TXN-00829
TXN-01197 | 2025-06-04 | E-1093   |    -1,179.37 | EUR | EQUIPMENT | APPROVED | reversal of TXN-01037
TXN-00964 | 2025-06-05 | E-1039   |     1,090.89 | GBP | TRAVEL    | APPROVED |
TXN-00986 | 2025-06-05 | E-1017   |     2,273.43 | EUR | SOFTWARE  | APPROVED |
TXN-00998 | 2025-06-05 | E-1024   |     3,983.83 | USD | EQUIPMENT | APPROVED |
TXN-01003 | 2025-06-05 | E-1021   |     1,047.78 | EUR | TRAVEL    | PENDING  |
TXN-01055 | 2025-06-05 | E-1046   |       361.07 | CHF | SOFTWARE  | APPROVED |
TXN-01086 | 2025-06-05 | E-1062   |       755.02 | USD | CONF      | APPROVED |
TXN-01147 | 2025-06-05 | E-1021   |        75.15 | CHF | SUPPLIES  | REJECTED |
TXN-01191 | 2025-06-05 | E-1041   |      -436.70 | EUR | SOFTWARE  | APPROVED | reversal of TXN-00769
TXN-00976 | 2025-06-06 | E-1045   |        99.92 | EUR | MEALS     | APPROVED |
TXN-01008 | 2025-06-06 | E-1051   |     7,879.64 | CHF | EQUIPMENT | APPROVED |
TXN-01016 | 2025-06-06 | E-1044   |     1,056.04 | GBP | TRAVEL    | APPROVED |
TXN-01020 | 2025-06-06 | E-1068   |       309.90 | GBP | CONF      | APPROVED |
TXN-01027 | 2025-06-06 | E-1026   |       295.05 | USD | TRAINING  | APPROVED |
TXN-01112 | 2025-06-06 | E-1031   |       286.39 | EUR | SUPPLIES  | APPROVED |
TXN-01131 | 2025-06-06 | E-1054   |     8,643.97 | GBP | EQUIPMENT | APPROVED |
TXN-01137 | 2025-06-06 | E-1042   |     1,899.19 | USD | CONF      | APPROVED |
TXN-01145 | 2025-06-06 | E-1061   |        79.36 | CHF | MEALS     | APPROVED |
TXN-01146 | 2025-06-06 | E-1006   |     1,407.81 | CHF | SOFTWARE  | APPROVED |
TXN-01183 | 2025-06-06 | E-1077   |       519.10 | EUR | TRAVEL    | APPROVED |
TXN-01192 | 2025-06-06 | E-1091   |    -1,619.61 | EUR | SOFTWARE  | APPROVED | reversal of TXN-00845
TXN-00963 | 2025-06-07 | E-1025   |       828.90 | GBP | TRAINING  | APPROVED |
TXN-00999 | 2025-06-07 | E-1011   |     2,094.96 | EUR | SOFTWARE  | APPROVED |
TXN-01000 | 2025-06-07 | E-1069   |     1,334.56 | EUR | TRAINING  | APPROVED |
TXN-01002 | 2025-06-07 | E-1048   |       236.33 | CHF | MEALS     | APPROVED |
TXN-01025 | 2025-06-07 | E-1034   |       342.78 | EUR | SOFTWARE  | APPROVED |
TXN-01030 | 2025-06-07 | E-1078   |     1,712.62 | EUR | SOFTWARE  | APPROVED |
TXN-01040 | 2025-06-07 | E-1031   |       629.60 | CHF | TRAVEL    | REJECTED |
TXN-01067 | 2025-06-07 | E-1041   |       355.04 | CHF | TRAINING  | APPROVED |
TXN-01104 | 2025-06-07 | E-1036   |     7,653.28 | GBP | EQUIPMENT | PENDING  |
TXN-01105 | 2025-06-07 | E-1094   |       401.66 | CHF | SUPPLIES  | APPROVED |
TXN-01123 | 2025-06-07 | E-1091   |       187.62 | EUR | MEALS     | PENDING  |
TXN-01160 | 2025-06-07 | E-1030   |     1,000.61 | CHF | TRAINING  | APPROVED |
TXN-01194 | 2025-06-07 | E-1029   |    -1,112.37 | CHF | TRAINING  | APPROVED | reversal of TXN-00973
TXN-01203 | 2025-06-07 | E-1009   |      -478.19 | GBP | CONF      | APPROVED | reversal of TXN-00840
TXN-00953 | 2025-06-08 | E-1091   |       210.59 | CHF | MEALS     | APPROVED |
TXN-00968 | 2025-06-08 | E-1084   |       663.70 | EUR | TRAVEL    | APPROVED |
TXN-01065 | 2025-06-08 | E-1061   |        85.82 | EUR | SUPPLIES  | APPROVED |
TXN-01152 | 2025-06-08 | E-1056   |        97.23 | USD | MEALS     | APPROVED |
TXN-01154 | 2025-06-08 | E-1041   |     9,101.72 | EUR | EQUIPMENT | APPROVED |
TXN-01208 | 2025-06-08 | E-1037   |    -2,169.97 | USD | EQUIPMENT | APPROVED | reversal of TXN-00800
TXN-01075 | 2025-06-09 | E-1082   |       420.36 | GBP | SUPPLIES  | APPROVED |
TXN-01096 | 2025-06-09 | E-1005   |     1,354.35 | EUR | TRAVEL    | APPROVED |
TXN-01118 | 2025-06-09 | E-1028   |     9,644.17 | GBP | EQUIPMENT | APPROVED |
TXN-01140 | 2025-06-09 | E-1080   |       134.19 | EUR | MEALS     | PENDING  |
TXN-01174 | 2025-06-09 | E-1084   |     1,346.67 | USD | TRAVEL    | APPROVED |
TXN-01187 | 2025-06-09 | E-1046   |      -361.07 | CHF | SOFTWARE  | APPROVED | reversal of TXN-01055
TXN-00983 | 2025-06-10 | E-1041   |     1,424.21 | EUR | SOFTWARE  | PENDING  |
TXN-01013 | 2025-06-10 | E-1056   |       167.89 | CHF | MEALS     | APPROVED |
TXN-01024 | 2025-06-10 | E-1061   |     2,328.93 | CHF | SOFTWARE  | APPROVED |
TXN-01034 | 2025-06-10 | E-1059   |     2,025.07 | EUR | EQUIPMENT | APPROVED |
TXN-01102 | 2025-06-10 | E-1016   |       724.20 | EUR | SOFTWARE  | APPROVED |
TXN-01119 | 2025-06-10 | E-1074   |       417.72 | CHF | TRAVEL    | REJECTED |
TXN-01155 | 2025-06-10 | E-1076   |     1,272.83 | CHF | TRAVEL    | APPROVED |
TXN-00971 | 2025-06-11 | E-1041   |       869.79 | EUR | EQUIPMENT | APPROVED |
TXN-01009 | 2025-06-11 | E-1040   |       536.86 | EUR | TRAVEL    | APPROVED |
TXN-01041 | 2025-06-11 | E-1076   |       457.26 | USD | TRAVEL    | APPROVED |
TXN-01045 | 2025-06-11 | E-1039   |     2,171.83 | EUR | EQUIPMENT | APPROVED |
TXN-01047 | 2025-06-11 | E-1081   |        98.95 | EUR | MEALS     | APPROVED |
TXN-01052 | 2025-06-11 | E-1001   |     6,640.11 | EUR | EQUIPMENT | APPROVED |
TXN-01059 | 2025-06-11 | E-1021   |       201.58 | EUR | SUPPLIES  | APPROVED |
TXN-01077 | 2025-06-11 | E-1046   |     6,250.56 | USD | EQUIPMENT | APPROVED |
TXN-01082 | 2025-06-11 | E-1040   |     1,489.36 | EUR | TRAVEL    | APPROVED |
TXN-01103 | 2025-06-11 | E-1096   |       272.81 | EUR | TRAINING  | APPROVED |
TXN-01130 | 2025-06-11 | E-1078   |       964.49 | EUR | TRAINING  | APPROVED |
TXN-01172 | 2025-06-11 | E-1088   |       228.73 | CHF | MEALS     | APPROVED |
TXN-01021 | 2025-06-12 | E-1086   |       217.84 | EUR | SUPPLIES  | APPROVED |
TXN-01033 | 2025-06-12 | E-1013   |       644.50 | EUR | TRAINING  | APPROVED |
TXN-01072 | 2025-06-12 | E-1061   |     1,909.59 | GBP | CONF      | APPROVED |
TXN-01099 | 2025-06-12 | E-1041   |     1,694.05 | CHF | SOFTWARE  | APPROVED |
TXN-01170 | 2025-06-12 | E-1064   |       288.52 | EUR | SUPPLIES  | APPROVED |
TXN-01213 | 2025-06-12 | E-1042   |    -1,899.19 | USD | CONF      | APPROVED | reversal of TXN-01137
TXN-00962 | 2025-06-13 | E-1046   |     1,962.13 | EUR | CONF      | APPROVED |
TXN-00981 | 2025-06-13 | E-1046   |     1,185.05 | USD | TRAVEL    | APPROVED |
TXN-00997 | 2025-06-13 | E-1021   |       834.99 | USD | CONF      | APPROVED |
TXN-01166 | 2025-06-13 | E-1001   |     1,428.40 | EUR | TRAINING  | APPROVED |
TXN-00972 | 2025-06-14 | E-1025   |       384.93 | CHF | TRAVEL    | APPROVED |
TXN-00979 | 2025-06-14 | E-1086   |     1,357.85 | EUR | CONF      | APPROVED |
TXN-01069 | 2025-06-14 | E-1020   |       134.82 | CHF | SUPPLIES  | APPROVED |
TXN-01070 | 2025-06-14 | E-1085   |       797.02 | EUR | SOFTWARE  | APPROVED |
TXN-01085 | 2025-06-14 | E-1068   |       594.51 | EUR | CONF      | APPROVED |
TXN-01090 | 2025-06-14 | E-1091   |       583.01 | EUR | TRAVEL    | APPROVED |
TXN-01094 | 2025-06-14 | E-1091   |       298.28 | CHF | CONF      | PENDING  |
TXN-01173 | 2025-06-14 | E-1011   |     1,337.57 | EUR | CONF      | REJECTED |
TXN-01179 | 2025-06-14 | E-1076   |       297.22 | EUR | TRAINING  | APPROVED |
TXN-00993 | 2025-06-15 | E-1002   |       117.67 | EUR | MEALS     | APPROVED |
TXN-01017 | 2025-06-15 | E-1086   |     1,850.51 | GBP | CONF      | PENDING  |
TXN-01142 | 2025-06-15 | E-1046   |       411.20 | EUR | TRAINING  | PENDING  |
TXN-01151 | 2025-06-15 | E-1066   |     6,715.77 | GBP | EQUIPMENT | APPROVED |
TXN-00954 | 2025-06-16 | E-1056   |     2,176.25 | EUR | SOFTWARE  | APPROVED |
TXN-00970 | 2025-06-16 | E-1046   |       491.45 | CHF | TRAVEL    | APPROVED |
TXN-01051 | 2025-06-16 | E-1066   |     3,048.78 | EUR | EQUIPMENT | APPROVED |
TXN-01068 | 2025-06-16 | E-1018   |     9,623.99 | USD | EQUIPMENT | APPROVED |
TXN-01115 | 2025-06-16 | E-1086   |       483.66 | USD | CONF      | APPROVED |
TXN-01139 | 2025-06-16 | E-1091   |       778.79 | EUR | SOFTWARE  | APPROVED |
TXN-01148 | 2025-06-16 | E-1003   |       436.75 | EUR | SOFTWARE  | APPROVED |
TXN-01159 | 2025-06-16 | E-1080   |       411.03 | EUR | TRAINING  | APPROVED |
TXN-01189 | 2025-06-16 | E-1061   |       -85.82 | EUR | SUPPLIES  | APPROVED | reversal of TXN-01065
TXN-00960 | 2025-06-17 | E-1015   |       885.21 | EUR | TRAVEL    | APPROVED |
TXN-00987 | 2025-06-17 | E-1072   |       375.97 | EUR | SUPPLIES  | APPROVED |
TXN-01019 | 2025-06-17 | E-1001   |     1,885.88 | USD | CONF      | APPROVED |
TXN-01035 | 2025-06-17 | E-1046   |       155.90 | USD | MEALS     | APPROVED |
TXN-01036 | 2025-06-17 | E-1051   |       181.23 | EUR | MEALS     | PENDING  |
TXN-01074 | 2025-06-17 | E-1027   |       179.46 | GBP | SUPPLIES  | APPROVED |
TXN-01107 | 2025-06-17 | E-1057   |       246.28 | CHF | MEALS     | APPROVED |
TXN-01125 | 2025-06-17 | E-1019   |     2,030.16 | EUR | TRAINING  | REJECTED |
TXN-01128 | 2025-06-17 | E-1060   |       268.31 | EUR | MEALS     | APPROVED |
TXN-01132 | 2025-06-17 | E-1051   |       344.00 | EUR | SUPPLIES  | APPROVED |
TXN-01143 | 2025-06-17 | E-1091   |       261.21 | EUR | TRAVEL    | APPROVED |
TXN-01168 | 2025-06-17 | E-1011   |     2,426.54 | EUR | SOFTWARE  | APPROVED |
TXN-00977 | 2025-06-18 | E-1012   |     2,280.24 | EUR | SOFTWARE  | REJECTED |
TXN-01029 | 2025-06-18 | E-1086   |       317.31 | EUR | TRAVEL    | APPROVED |
TXN-01039 | 2025-06-18 | E-1005   |     1,609.16 | EUR | TRAVEL    | APPROVED |
TXN-01048 | 2025-06-18 | E-1082   |       680.80 | EUR | SOFTWARE  | APPROVED |
TXN-01138 | 2025-06-18 | E-1087   |     2,064.74 | GBP | TRAINING  | APPROVED |
TXN-01188 | 2025-06-18 | E-1046   |      -491.45 | CHF | TRAVEL    | APPROVED | reversal of TXN-00970
TXN-01202 | 2025-06-18 | E-1018   |    -9,623.99 | USD | EQUIPMENT | APPROVED | reversal of TXN-01068
TXN-01050 | 2025-06-19 | E-1056   |     1,408.72 | CHF | TRAVEL    | APPROVED |
TXN-01078 | 2025-06-19 | E-1085   |       165.94 | GBP | SUPPLIES  | APPROVED |
TXN-01120 | 2025-06-19 | E-1066   |     7,855.00 | CHF | EQUIPMENT | APPROVED |
TXN-01135 | 2025-06-19 | E-1061   |     1,711.21 | EUR | TRAINING  | APPROVED |
TXN-01141 | 2025-06-19 | E-1035   |     1,260.03 | EUR | TRAVEL    | APPROVED |
TXN-01149 | 2025-06-19 | E-1081   |        98.55 | USD | SUPPLIES  | REJECTED |
TXN-01161 | 2025-06-19 | E-1079   |     1,412.85 | EUR | CONF      | APPROVED |
TXN-00974 | 2025-06-20 | E-1053   |       369.36 | EUR | TRAVEL    | APPROVED |
TXN-00991 | 2025-06-20 | E-1044   |     7,572.86 | GBP | EQUIPMENT | APPROVED |
TXN-00996 | 2025-06-20 | E-1076   |       288.83 | EUR | SUPPLIES  | APPROVED |
TXN-01015 | 2025-06-20 | E-1006   |       518.66 | CHF | TRAVEL    | APPROVED |
